pathway	DB	n	statistic	df	p	method
Signaling by Leptin Homo sapiens R-HSA-2586552	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Signaling by Ligand-Responsive EGFR Variants in Cancer Homo sapiens R-HSA-5637815	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
Signaling by NODAL Homo sapiens R-HSA-1181150	Reactome_2016	63	0.015625	1	0.901	Kruskal-Wallis
Signaling by NOTCH Homo sapiens R-HSA-157118	Reactome_2016	63	0.918402777777771	1	0.338	Kruskal-Wallis
Signaling by NOTCH1 HD Domain Mutants in Cancer Homo sapiens R-HSA-2691230	Reactome_2016	63	0.210069444444457	1	0.647	Kruskal-Wallis
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer Homo sapiens R-HSA-2894858	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Signaling by NOTCH1 Homo sapiens R-HSA-1980143	Reactome_2016	63	1.77777777777777	1	0.182	Kruskal-Wallis
Signaling by NOTCH1 in Cancer Homo sapiens R-HSA-2644603	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Signaling by NOTCH1 PEST Domain Mutants in Cancer Homo sapiens R-HSA-2644602	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Signaling by NOTCH2 Homo sapiens R-HSA-1980145	Reactome_2016	63	1.63271604938271	1	0.201	Kruskal-Wallis
Signaling by PDGF Homo sapiens R-HSA-186797	Reactome_2016	63	0.541859567901241	1	0.462	Kruskal-Wallis
Signaling by PTK6 Homo sapiens R-HSA-8848021	Reactome_2016	63	1.17361111111111	1	0.279	Kruskal-Wallis
Signaling by Retinoic Acid Homo sapiens R-HSA-5362517	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Signaling by Rho GTPases Homo sapiens R-HSA-194315	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Signaling by Robo receptor Homo sapiens R-HSA-376176	Reactome_2016	63	0.0123456790123271	1	0.912	Kruskal-Wallis
Signaling by SCF-KIT Homo sapiens R-HSA-1433557	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
Signaling by TGF-beta Receptor Complex Homo sapiens R-HSA-170834	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Signaling by the B Cell Receptor (BCR) Homo sapiens R-HSA-983705	Reactome_2016	63	1.5625	1	0.211	Kruskal-Wallis
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
Signaling by VEGF Homo sapiens R-HSA-194138	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Signaling by Wnt Homo sapiens R-HSA-195721	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Signaling by WNT in cancer Homo sapiens R-HSA-4791275	Reactome_2016	63	0.197530864197546	1	0.657	Kruskal-Wallis
Signalling by NGF Homo sapiens R-HSA-166520	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Signalling to ERKs Homo sapiens R-HSA-187687	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
Signalling to p38 via RIT and RIN Homo sapiens R-HSA-187706	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
Signalling to RAS Homo sapiens R-HSA-167044	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
SLC-mediated transmembrane transport Homo sapiens R-HSA-425407	Reactome_2016	63	1.49382716049382	1	0.222	Kruskal-Wallis
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription Homo sapiens R-HSA-2173796	Reactome_2016	63	0.0557484567901554	1	0.813	Kruskal-Wallis
Smooth Muscle Contraction Homo sapiens R-HSA-445355	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
snRNP Assembly Homo sapiens R-HSA-191859	Reactome_2016	63	6.60204475308643	1	0.0102	Kruskal-Wallis
SOS-mediated signalling Homo sapiens R-HSA-112412	Reactome_2016	63	0.840277777777771	1	0.359	Kruskal-Wallis
Sphingolipid de novo biosynthesis Homo sapiens R-HSA-1660661	Reactome_2016	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Sphingolipid metabolism Homo sapiens R-HSA-428157	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Spry regulation of FGF signaling Homo sapiens R-HSA-1295596	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339	Reactome_2016	63	0.26408179012347	1	0.607	Kruskal-Wallis
Stabilization of p53 Homo sapiens R-HSA-69541	Reactome_2016	63	0.00945216049382225	1	0.923	Kruskal-Wallis
Steroid hormones Homo sapiens R-HSA-209943	Reactome_2016	63	1.08506944444446	1	0.298	Kruskal-Wallis
Stimuli-sensing channels Homo sapiens R-HSA-2672351	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Striated Muscle Contraction Homo sapiens R-HSA-390522	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Sulfur amino acid metabolism Homo sapiens R-HSA-1614635	Reactome_2016	63	0.891975308641975	1	0.345	Kruskal-Wallis
SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232	Reactome_2016	63	0.972415123456813	1	0.324	Kruskal-Wallis
SUMOylation Homo sapiens R-HSA-2990846	Reactome_2016	63	0.972415123456813	1	0.324	Kruskal-Wallis
SUMOylation of DNA damage response and repair proteins Homo sapiens R-HSA-3108214	Reactome_2016	63	1.66840277777777	1	0.196	Kruskal-Wallis
SUMOylation of DNA replication proteins Homo sapiens R-HSA-4615885	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
SUMOylation of RNA binding proteins Homo sapiens R-HSA-4570464	Reactome_2016	63	2.16743827160491	1	0.141	Kruskal-Wallis
Surfactant metabolism Homo sapiens R-HSA-5683826	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Switching of origins to a post-replicative state Homo sapiens R-HSA-69052	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
Syndecan interactions Homo sapiens R-HSA-3000170	Reactome_2016	63	1.1141975308642	1	0.291	Kruskal-Wallis
Synthesis and interconversion of nucleotide di- and triphosphates Homo sapiens R-HSA-499943	Reactome_2016	63	1.32889660493825	1	0.249	Kruskal-Wallis
Synthesis of bile acids and bile salts Homo sapiens R-HSA-192105	Reactome_2016	63	0.111111111111114	1	0.739	Kruskal-Wallis
Synthesis of bile acids and bile salts via 27-hydroxycholesterol Homo sapiens R-HSA-193807	Reactome_2016	63	0.5625	1	0.453	Kruskal-Wallis
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol Homo sapiens R-HSA-193368	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
Synthesis of DNA Homo sapiens R-HSA-69239	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Synthesis of glycosylphosphatidylinositol (GPI) Homo sapiens R-HSA-162710	Reactome_2016	63	3.26003086419752	1	0.071	Kruskal-Wallis
Synthesis of IP3 and IP4 in the cytosol Homo sapiens R-HSA-1855204	Reactome_2016	63	1.63271604938271	1	0.201	Kruskal-Wallis
Synthesis of Leukotrienes (LT) and Eoxins (EX) Homo sapiens R-HSA-2142691	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Synthesis of PA Homo sapiens R-HSA-1483166	Reactome_2016	63	2.46315586419755	1	0.117	Kruskal-Wallis
Synthesis of PC Homo sapiens R-HSA-1483191	Reactome_2016	63	0.111111111111114	1	0.739	Kruskal-Wallis
Synthesis of PIPs at the Golgi membrane Homo sapiens R-HSA-1660514	Reactome_2016	63	3.16049382716051	1	0.0754	Kruskal-Wallis
Synthesis of PIPs at the plasma membrane Homo sapiens R-HSA-1660499	Reactome_2016	63	1.92901234567901	1	0.165	Kruskal-Wallis
Synthesis of substrates in N-glycan biosythesis Homo sapiens R-HSA-446219	Reactome_2016	63	0.790123456790155	1	0.374	Kruskal-Wallis
Synthesis of very long-chain fatty acyl-CoAs Homo sapiens R-HSA-75876	Reactome_2016	63	1.1141975308642	1	0.291	Kruskal-Wallis
Synthesis, secretion, and deacylation of Ghrelin Homo sapiens R-HSA-422085	Reactome_2016	63	0.463155864197546	1	0.496	Kruskal-Wallis
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) Homo sapiens R-HSA-381771	Reactome_2016	63	0.185378086419774	1	0.667	Kruskal-Wallis
T41 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358752	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
TAK1 activates NFkB by phosphorylation and activation of IKKs complex Homo sapiens R-HSA-445989	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
Tat-mediated elongation of the HIV-1 transcript Homo sapiens R-HSA-167246	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
Tat-mediated HIV elongation arrest and recovery Homo sapiens R-HSA-167243	Reactome_2016	63	0.00173611111111427	1	0.967	Kruskal-Wallis
TCF dependent signaling in response to WNT Homo sapiens R-HSA-201681	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
TCR signaling Homo sapiens R-HSA-202403	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
Telomere C-strand (Lagging Strand) Synthesis Homo sapiens R-HSA-174417	Reactome_2016	63	1.23456790123456	1	0.267	Kruskal-Wallis
Telomere Maintenance Homo sapiens R-HSA-157579	Reactome_2016	63	1.52797067901233	1	0.216	Kruskal-Wallis
Termination of O-glycan biosynthesis Homo sapiens R-HSA-977068	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Termination of translesion DNA synthesis Homo sapiens R-HSA-5656169	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
TGF-beta receptor signaling activates SMADs Homo sapiens R-HSA-2173789	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition) Homo sapiens R-HSA-2173791	Reactome_2016	63	0	1	1	Kruskal-Wallis
The canonical retinoid cycle in rods (twilight vision) Homo sapiens R-HSA-2453902	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
The citric acid (TCA) cycle and respiratory electron transport Homo sapiens R-HSA-1428517	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
The phototransduction cascade Homo sapiens R-HSA-2514856	Reactome_2016	63	2.73167438271605	1	0.0984	Kruskal-Wallis
The role of GTSE1 in G2/M progression after G2 checkpoint Homo sapiens R-HSA-8852276	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
The role of Nef in HIV-1 replication and disease pathogenesis Homo sapiens R-HSA-164952	Reactome_2016	63	0.0493827160493936	1	0.824	Kruskal-Wallis
Thrombin signalling through proteinase activated receptors (PARs) Homo sapiens R-HSA-456926	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Thromboxane signalling through TP receptor Homo sapiens R-HSA-428930	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Tie2 Signaling Homo sapiens R-HSA-210993	Reactome_2016	63	1.32889660493825	1	0.249	Kruskal-Wallis
Tight junction interactions Homo sapiens R-HSA-420029	Reactome_2016	63	1.52797067901233	1	0.216	Kruskal-Wallis
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway Homo sapiens R-HSA-5676594	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
TNF signaling Homo sapiens R-HSA-75893	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
TNFR1-induced NFkappaB signaling pathway Homo sapiens R-HSA-5357956	Reactome_2016	63	0.32426697530866	1	0.569	Kruskal-Wallis
TNFR2 non-canonical NF-kB pathway Homo sapiens R-HSA-5668541	Reactome_2016	63	1.17361111111111	1	0.279	Kruskal-Wallis
TNFs bind their physiological receptors Homo sapiens R-HSA-5669034	Reactome_2016	63	1.85262345679013	1	0.173	Kruskal-Wallis
Toll Like Receptor 10 (TLR10) Cascade Homo sapiens R-HSA-168142	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Toll Like Receptor 2 (TLR2) Cascade Homo sapiens R-HSA-181438	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Toll Like Receptor 3 (TLR3) Cascade Homo sapiens R-HSA-168164	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Toll Like Receptor 4 (TLR4) Cascade Homo sapiens R-HSA-166016	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Toll Like Receptor 5 (TLR5) Cascade Homo sapiens R-HSA-168176	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Toll Like Receptor 7/8 (TLR7/8) Cascade Homo sapiens R-HSA-168181	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Toll Like Receptor 9 (TLR9) Cascade Homo sapiens R-HSA-168138	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Toll Like Receptor TLR1:TLR2 Cascade Homo sapiens R-HSA-168179	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Toll Like Receptor TLR6:TLR2 Cascade Homo sapiens R-HSA-168188	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Toll-Like Receptors Cascades Homo sapiens R-HSA-168898	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
TP53 Regulates Metabolic Genes Homo sapiens R-HSA-5628897	Reactome_2016	63	0.185378086419774	1	0.667	Kruskal-Wallis
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain Homo sapiens R-HSA-6804115	Reactome_2016	63	0.00945216049382225	1	0.923	Kruskal-Wallis
TP53 Regulates Transcription of Cell Cycle Genes Homo sapiens R-HSA-6791312	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
TP53 Regulates Transcription of Cell Death Genes Homo sapiens R-HSA-5633008	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
TP53 Regulates Transcription of DNA Repair Genes Homo sapiens R-HSA-6796648	Reactome_2016	63	2.41975308641977	1	0.12	Kruskal-Wallis
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release Homo sapiens R-HSA-6803204	Reactome_2016	63	2.50694444444446	1	0.113	Kruskal-Wallis
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest Homo sapiens R-HSA-6804114	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation Homo sapiens R-HSA-975138	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
TRAF6 Mediated Induction of proinflammatory cytokines Homo sapiens R-HSA-168180	Reactome_2016	63	0.185378086419774	1	0.667	Kruskal-Wallis
TRAF6 mediated induction of TAK1 complex Homo sapiens R-HSA-937072	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
TRAF6 mediated IRF7 activation Homo sapiens R-HSA-933541	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
TRAF6 mediated NF-kB activation Homo sapiens R-HSA-933542	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Trafficking of AMPA receptors Homo sapiens R-HSA-399719	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Trafficking of GluR2-containing AMPA receptors Homo sapiens R-HSA-416993	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
trans-Golgi Network Vesicle Budding Homo sapiens R-HSA-199992	Reactome_2016	63	0	1	1	Kruskal-Wallis
Transcription of the HIV genome Homo sapiens R-HSA-167172	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Transcription-Coupled Nucleotide Excision Repair (TC-NER) Homo sapiens R-HSA-6781827	Reactome_2016	63	1.59741512345681	1	0.206	Kruskal-Wallis
Transcriptional activation of mitochondrial biogenesis Homo sapiens R-HSA-2151201	Reactome_2016	63	0.0493827160493936	1	0.824	Kruskal-Wallis
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer Homo sapiens R-HSA-2173793	Reactome_2016	63	0.0123456790123271	1	0.912	Kruskal-Wallis
Transcriptional regulation by small RNAs Homo sapiens R-HSA-5578749	Reactome_2016	63	2.29185956790124	1	0.13	Kruskal-Wallis
Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Transcriptional regulation of pluripotent stem cells Homo sapiens R-HSA-452723	Reactome_2016	63	5.44444444444449	1	0.0196	Kruskal-Wallis
Transcriptional regulation of white adipocyte differentiation Homo sapiens R-HSA-381340	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Transferrin endocytosis and recycling Homo sapiens R-HSA-917977	Reactome_2016	63	0.541859567901241	1	0.462	Kruskal-Wallis
Translation Homo sapiens R-HSA-72766	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
Translation initiation complex formation Homo sapiens R-HSA-72649	Reactome_2016	63	0.210069444444457	1	0.647	Kruskal-Wallis
Translesion Synthesis by POLH Homo sapiens R-HSA-110320	Reactome_2016	63	4.93827160493825	1	0.0263	Kruskal-Wallis
Translesion synthesis by POLI Homo sapiens R-HSA-5656121	Reactome_2016	63	4.22530864197532	1	0.0398	Kruskal-Wallis
Translesion synthesis by POLK Homo sapiens R-HSA-5655862	Reactome_2016	63	5.25173611111111	1	0.0219	Kruskal-Wallis
Translesion synthesis by REV1 Homo sapiens R-HSA-110312	Reactome_2016	63	3.78086419753086	1	0.0518	Kruskal-Wallis
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template Homo sapiens R-HSA-110313	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
Translocation of GLUT4 to the plasma membrane Homo sapiens R-HSA-1445148	Reactome_2016	63	0.173611111111114	1	0.677	Kruskal-Wallis
Translocation of ZAP-70 to Immunological synapse Homo sapiens R-HSA-202430	Reactome_2016	63	0.541859567901241	1	0.462	Kruskal-Wallis
Transmembrane transport of small molecules Homo sapiens R-HSA-382551	Reactome_2016	63	1.08506944444446	1	0.298	Kruskal-Wallis
Transmission across Chemical Synapses Homo sapiens R-HSA-112315	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds Homo sapiens R-HSA-425366	Reactome_2016	63	1.81500771604939	1	0.178	Kruskal-Wallis
Transport of inorganic cations/anions and amino acids/oligopeptides Homo sapiens R-HSA-425393	Reactome_2016	63	2.37673611111111	1	0.123	Kruskal-Wallis
Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Transport of Mature mRNA Derived from an Intronless Transcript Homo sapiens R-HSA-159231	Reactome_2016	63	1.74093364197532	1	0.187	Kruskal-Wallis
Transport of Mature mRNAs Derived from Intronless Transcripts Homo sapiens R-HSA-159234	Reactome_2016	63	1.77777777777777	1	0.182	Kruskal-Wallis
Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Transport of Ribonucleoproteins into the Host Nucleus Homo sapiens R-HSA-168271	Reactome_2016	63	3.11130401234567	1	0.0778	Kruskal-Wallis
Transport of the SLBP Dependant Mature mRNA Homo sapiens R-HSA-159230	Reactome_2016	63	1.96778549382717	1	0.161	Kruskal-Wallis
Transport of the SLBP independent Mature mRNA Homo sapiens R-HSA-159227	Reactome_2016	63	2.04648919753089	1	0.153	Kruskal-Wallis
Transport of vitamins, nucleosides, and related molecules Homo sapiens R-HSA-425397	Reactome_2016	63	0.185378086419774	1	0.667	Kruskal-Wallis
Transport to the Golgi and subsequent modification Homo sapiens R-HSA-948021	Reactome_2016	63	0.015625	1	0.901	Kruskal-Wallis
TRIF-mediated TLR3/TLR4 signaling Homo sapiens R-HSA-937061	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Triglyceride Biosynthesis Homo sapiens R-HSA-75109	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA Homo sapiens R-HSA-450513	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
tRNA Aminoacylation Homo sapiens R-HSA-379724	Reactome_2016	63	0.945216049382708	1	0.331	Kruskal-Wallis
tRNA modification in the nucleus and cytosol Homo sapiens R-HSA-6782315	Reactome_2016	63	4.87673611111111	1	0.0272	Kruskal-Wallis
tRNA processing Homo sapiens R-HSA-72306	Reactome_2016	63	3.46373456790124	1	0.0627	Kruskal-Wallis
tRNA processing in the nucleus Homo sapiens R-HSA-6784531	Reactome_2016	63	1.85262345679016	1	0.173	Kruskal-Wallis
TRP channels Homo sapiens R-HSA-3295583	Reactome_2016	63	0.541859567901241	1	0.462	Kruskal-Wallis
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A Homo sapiens R-HSA-69601	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
Ubiquitin-dependent degradation of Cyclin D Homo sapiens R-HSA-75815	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Ubiquitin-dependent degradation of Cyclin D1 Homo sapiens R-HSA-69229	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Unblocking of NMDA receptor, glutamate binding and activation Homo sapiens R-HSA-438066	Reactome_2016	63	1.59741512345678	1	0.206	Kruskal-Wallis
Unfolded Protein Response (UPR) Homo sapiens R-HSA-381119	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Uptake and actions of bacterial toxins Homo sapiens R-HSA-5339562	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
Vasopressin regulates renal water homeostasis via Aquaporins Homo sapiens R-HSA-432040	Reactome_2016	63	2.08641975308643	1	0.149	Kruskal-Wallis
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921	Reactome_2016	63	0.32426697530866	1	0.569	Kruskal-Wallis
VEGFR2 mediated vascular permeability Homo sapiens R-HSA-5218920	Reactome_2016	63	0.541859567901241	1	0.462	Kruskal-Wallis
Vesicle-mediated transport Homo sapiens R-HSA-5653656	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Vif-mediated degradation of APOBEC3G Homo sapiens R-HSA-180585	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Viral Messenger RNA Synthesis Homo sapiens R-HSA-168325	Reactome_2016	63	3.31037808641977	1	0.0688	Kruskal-Wallis
Viral mRNA Translation Homo sapiens R-HSA-192823	Reactome_2016	63	0.0557484567901554	1	0.813	Kruskal-Wallis
Visual phototransduction Homo sapiens R-HSA-2187338	Reactome_2016	63	2.04648919753089	1	0.153	Kruskal-Wallis
Voltage gated Potassium channels Homo sapiens R-HSA-1296072	Reactome_2016	63	1.20389660493825	1	0.273	Kruskal-Wallis
Vpr-mediated nuclear import of PICs Homo sapiens R-HSA-180910	Reactome_2016	63	2.2085262345679	1	0.137	Kruskal-Wallis
Vpu mediated degradation of CD4 Homo sapiens R-HSA-180534	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
VxPx cargo-targeting to cilium Homo sapiens R-HSA-5620916	Reactome_2016	63	3.11130401234567	1	0.0778	Kruskal-Wallis
WNT ligand biogenesis and trafficking Homo sapiens R-HSA-3238698	Reactome_2016	63	1.49382716049382	1	0.222	Kruskal-Wallis
WNT5A-dependent internalization of FZD4 Homo sapiens R-HSA-5099900	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
XBP1(S) activates chaperone genes Homo sapiens R-HSA-381038	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Xenobiotics Homo sapiens R-HSA-211981	Reactome_2016	63	0.32426697530866	1	0.569	Kruskal-Wallis
YAP1- and WWTR1 (TAZ)-stimulated gene expression Homo sapiens R-HSA-2032785	Reactome_2016	63	1.23456790123456	1	0.267	Kruskal-Wallis
ZBP1(DAI) mediated induction of type I IFNs Homo sapiens R-HSA-1606322	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Zinc transporters Homo sapiens R-HSA-435354	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
