	pathway	X0285.015.009	X1005.015.008	X1016.015.020	X1018.015.022	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1480.019.118	X1484.019.122	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1553.019.191	X1554.019.192	X1555.019.193	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1571.019.209	X1575.019.213	X1581.019.219
306	L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827	NA	-1.86111055192683	-1.78738158700686	NA	-2.42925201712997	2.49413584647229	NA	2.26628679968894	NA	-1.98355238054505	-1.52898341401525	2.16751997395505	1.92769178300209	NA	1.50750656565664	-1.68056164780473	-1.9378239657555	NA	NA	NA	1.75268630378363	-1.77514520823241	NA	-1.63072013328567	-1.69004794805485	NA	NA	-1.66077942402071	NA	NA	-2.29380937466594	NA	NA	NA	-1.71365908821714
307	Lagging Strand Synthesis Homo sapiens R-HSA-69186	NA	NA	NA	NA	NA	1.59952739271914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	Laminin interactions Homo sapiens R-HSA-3000157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49748243205159	NA	NA	NA	NA	NA	1.70179919213757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64033203388496
309	Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	NA	NA	NA	NA	-1.34160591379294	1.52205275831036	NA	1.62085150329691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	Ligand-dependent caspase activation Homo sapiens R-HSA-140534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79919698988158	NA	NA	NA	1.69223268851965	NA	NA	1.68345637495654	1.79578663361555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	Ligand-gated ion channel transport Homo sapiens R-HSA-975298	NA	NA	NA	NA	NA	NA	1.58967221690098	NA	NA	NA	NA	NA	NA	1.74919946353912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923	NA	NA	NA	NA	NA	NA	1.59784986662149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62024567986119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	Loss of Nlp from mitotic centrosomes Homo sapiens R-HSA-380259	NA	NA	NA	NA	NA	NA	-1.98242022670759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43980419225951	NA	NA	NA	NA	NA	-1.50275942440522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	Loss of proteins required for interphase microtubule organization from the centrosome Homo sapiens R-HSA-380284	NA	NA	NA	NA	NA	NA	-1.98242022670759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43980419225951	NA	NA	NA	NA	NA	-1.50275942440522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	M Phase Homo sapiens R-HSA-68886	NA	-1.45098139524748	-1.59385933172628	NA	-2.26985140278437	NA	-1.99536540497472	NA	-1.7172554103347	NA	-1.39621797003765	NA	1.59734760906125	1.5029156103499	1.77497667242917	-1.74797722097847	-2.05358025971594	NA	NA	NA	1.94152387426145	NA	NA	NA	NA	NA	NA	NA	NA	-1.70305790057999	NA	NA	-1.72052660008231	NA	-1.46577648657294
316	M/G1 Transition Homo sapiens R-HSA-68874	NA	NA	-1.74257113997897	NA	-1.96910382165483	2.05278295176179	NA	2.02099816825882	-1.67723354468452	NA	-1.57706023060024	NA	NA	NA	1.79491480706921	-1.60398526145994	-1.7083069216901	NA	NA	NA	1.70923235615327	NA	1.89563274350298	NA	NA	NA	NA	NA	NA	-1.62607609787412	NA	NA	-1.67170698106743	NA	NA
317	Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226	NA	-1.88738254207858	-1.79413954127913	NA	-2.35117433874086	2.14078229305512	NA	2.15354607034463	NA	-1.83060550089144	-1.47367304546941	1.92769820727242	1.66108506126237	NA	NA	-1.77846250710593	-1.86400485582847	NA	NA	NA	NA	NA	NA	NA	-1.46315757303055	NA	NA	-1.60595827313834	NA	NA	-1.93434439789481	NA	NA	NA	NA
318	MAP kinase activation in TLR cascade Homo sapiens R-HSA-450294	NA	NA	NA	NA	-1.71239541873933	1.55747867454079	NA	NA	NA	1.66165559027633	-1.55860401304438	1.59109829611823	NA	NA	1.49458503170887	NA	NA	NA	1.83176416988613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	MAP2K and MAPK activation Homo sapiens R-HSA-5674135	NA	NA	NA	NA	-1.45917681398896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50645683415352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64638159713165	NA	NA	NA	NA
320	MAPK family signaling cascades Homo sapiens R-HSA-5683057	NA	NA	NA	NA	-1.28277999757421	NA	1.39353838603109	NA	NA	1.3759293548325	-1.42502743370579	NA	NA	NA	1.50314746905552	NA	-1.39328970393697	NA	1.33960356164678	NA	NA	NA	NA	NA	NA	NA	1.48413938062828	NA	NA	NA	-1.42404108777999	NA	NA	NA	NA
321	MAPK targets/ Nuclear events mediated by MAP kinases Homo sapiens R-HSA-450282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51105743261584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996	NA	NA	NA	NA	-1.38414326434521	NA	1.43337535946277	NA	NA	NA	-1.45403225074646	NA	NA	NA	1.55330875068831	NA	-1.47259766651286	1.30932026531165	1.37610203746187	NA	NA	NA	NA	NA	NA	NA	1.53691996207045	NA	NA	NA	-1.49371006932	NA	NA	NA	NA
323	MAPK6/MAPK4 signaling Homo sapiens R-HSA-5687128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.48876382488995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	Metabolism Homo sapiens R-HSA-1430728	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24395116614652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.20760262521879	NA	NA	NA	NA	NA	NA
325	Metabolism of amino acids and derivatives Homo sapiens R-HSA-71291	NA	NA	NA	NA	-1.36180297596262	NA	NA	NA	NA	-1.56185449177372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	Metabolism of Angiotensinogen to Angiotensins Homo sapiens R-HSA-2022377	NA	NA	NA	NA	-1.61319638599341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.537680008878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	Metabolism of carbohydrates Homo sapiens R-HSA-71387	NA	NA	NA	NA	NA	NA	1.3104285400475	NA	NA	NA	NA	NA	NA	1.34624436931588	1.1988265860613	NA	-1.27342798341565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
328	Metabolism of fat-soluble vitamins Homo sapiens R-HSA-6806667	NA	NA	NA	NA	NA	NA	NA	NA	-1.56840886421383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329	Metabolism of lipids and lipoproteins Homo sapiens R-HSA-556833	NA	NA	NA	NA	NA	NA	1.22389282276436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	Metabolism of non-coding RNA Homo sapiens R-HSA-194441	NA	NA	NA	NA	-1.66174540225315	NA	-1.7172347852303	1.53245937139321	NA	NA	NA	NA	NA	NA	NA	-1.51473629320659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331	Metabolism of polyamines Homo sapiens R-HSA-351202	NA	NA	NA	NA	-1.38996760304928	NA	NA	NA	NA	NA	-1.49626082922313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332	Metabolism of proteins Homo sapiens R-HSA-392499	NA	NA	NA	NA	-1.27370309687988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333	MHC class II antigen presentation Homo sapiens R-HSA-2132295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334339514106	NA	-1.46096124813812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	Mitochondrial protein import Homo sapiens R-HSA-1268020	NA	-1.58639605077835	NA	NA	-1.60568589215464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70394737760852	NA	NA	NA	NA	NA	NA	NA
335	Mitochondrial translation elongation Homo sapiens R-HSA-5389840	NA	-1.71567851084683	-1.8185873164921	NA	-2.04387136454005	2.10136479496918	NA	1.6440443766085	NA	NA	NA	NA	NA	NA	NA	-1.6666707789289	NA	-1.7691746276691	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58175970996667	NA	NA	NA	NA	NA	NA	NA
336	Mitochondrial translation Homo sapiens R-HSA-5368287	NA	-1.72831529940727	-1.80422794235766	1.67129506693529	-2.01136792420202	2.04618824497303	NA	1.6266971729832	NA	NA	NA	NA	NA	NA	NA	-1.69117056009278	NA	-1.73541556260599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337	Mitochondrial translation initiation Homo sapiens R-HSA-5368286	NA	-1.70845220093106	-1.79984969439296	NA	-2.04163608133668	2.08964885327747	NA	1.63499284936232	NA	NA	NA	NA	NA	NA	NA	-1.65866086231717	NA	-1.7496407171001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338	Mitochondrial translation termination Homo sapiens R-HSA-5419276	NA	-1.70335462031284	-1.81224119579711	NA	-1.99346636348209	2.05790791637496	NA	1.5969138463057	NA	NA	NA	NA	NA	NA	NA	-1.66614285893446	NA	-1.72904152911692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339	Mitotic Anaphase Homo sapiens R-HSA-68882	NA	-1.6152703417416	-1.70332359381992	1.5892788461448	-2.26090498153973	2.18804820820056	-1.89205469077076	2.26899234168334	-1.68009771944192	NA	-1.48218383365073	1.39029948478952	1.50454593387224	NA	1.71306122804438	-1.77506895949912	-1.99436853598597	NA	NA	NA	1.94559320354831	NA	1.91684911173243	-1.42980484307616	NA	NA	NA	-1.53867710957044	NA	-1.71404525055472	NA	NA	-1.6995388933128	NA	-1.44971817470942
340	Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	NA	-1.4326539502493	-1.79113633308151	NA	-2.14950119278483	2.15952241718286	-1.53425796219512	2.24842854887172	-1.69378258427058	NA	-1.66236551978138	NA	1.4099957894819	NA	1.8943208730592	-1.46273222392211	-1.97397679954544	NA	NA	NA	1.89068591483301	NA	1.86953632627734	NA	NA	NA	NA	-1.59943593970458	NA	-1.68824379968291	-1.52061526656064	NA	-1.73813649679212	NA	-1.50645752013423
341	Mitotic G2-G2/M phases Homo sapiens R-HSA-453274	NA	-1.38741167116627	-1.39076067609975	NA	-1.76286629627259	1.32088725431051	-1.77107892805154	NA	-1.501376571702	NA	-1.34804882101562	NA	NA	NA	1.22702225058759	NA	-1.35889899962499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53021878271748	NA	NA	NA	NA	NA
342	Mitotic Metaphase and Anaphase Homo sapiens R-HSA-2555396	NA	-1.62667702322262	-1.70492729678006	1.59061020849348	-2.26028224305289	2.18578762273424	-1.90016173159717	2.25760961215578	-1.68378773919589	NA	-1.49081643852662	1.37929815618616	1.50089124511626	NA	1.71914442345738	-1.78302135259959	-1.99589984711342	NA	NA	NA	1.9422128688154	NA	1.9230656116001	-1.42359831593587	NA	NA	NA	-1.51800071616523	NA	-1.71782357239153	NA	NA	-1.70707103896596	NA	-1.44476701975101
343	Mitotic Prometaphase Homo sapiens R-HSA-68877	NA	-1.68857859663291	-1.5829606937539	1.60674883347825	-2.26719160491308	2.23308726985637	-2.37103824976782	2.32082874571622	-1.82039518418651	NA	NA	NA	1.66787798624525	1.62788319547466	1.59101987189428	-1.61361038495953	-2.10769635190673	-1.39940881426327	NA	NA	2.21511359228422	NA	1.92395106746957	-1.65824938224224	NA	NA	NA	-2.00623098218787	NA	-1.85449761136302	-1.38266091670119	NA	-1.8040573084584	NA	-1.80376407465882
344	Mitotic Prophase Homo sapiens R-HSA-68875	NA	NA	NA	NA	-1.77360526365073	1.44843552424268	-1.49973270727621	NA	NA	NA	NA	NA	NA	NA	1.60110356171973	NA	-1.64327389992559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	Mitotic Spindle Checkpoint Homo sapiens R-HSA-69618	NA	NA	NA	NA	-1.54708675132853	NA	NA	1.65556847168958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346	Molecules associated with elastic fibres Homo sapiens R-HSA-2129379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60674221648419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.76903609463294	NA	NA	NA	NA
347	mRNA 3'-end processing Homo sapiens R-HSA-72187	NA	NA	NA	NA	-1.52653642322664	1.62641465359861	NA	1.89385278519939	NA	NA	NA	NA	NA	NA	NA	NA	-1.52192729328786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163	NA	NA	-1.54905713251933	NA	-2.03789331724599	2.10765438439751	NA	2.14300946826073	NA	NA	-1.48544341730085	1.86518874914215	NA	NA	NA	-1.47995565607035	-1.56259067552578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
349	mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	NA	NA	NA	NA	-1.58197620859808	1.84985104818394	NA	1.72245688125616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
350	mRNA Splicing Homo sapiens R-HSA-72172	NA	NA	-1.55942070639479	NA	-1.96846422183336	2.04845287045095	-1.28965374225857	2.14234223067279	NA	NA	-1.34158232227725	1.79758986631086	NA	NA	NA	-1.48147062099762	-1.45160835418781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
351	Muscle contraction Homo sapiens R-HSA-397014	NA	NA	NA	NA	NA	NA	1.57406749199029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	MyD88 cascade initiated on plasma membrane Homo sapiens R-HSA-975871	NA	NA	NA	NA	-1.89106927163486	1.56145608597363	NA	NA	NA	1.65682496700001	-1.63938765119711	1.67435284598179	NA	NA	1.6301773983341	-1.4355579457632	-1.67463523135302	1.46039882844326	1.92844689369457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
353	MyD88 dependent cascade initiated on endosome Homo sapiens R-HSA-975155	NA	NA	NA	NA	-1.85454340124866	1.50210619497848	NA	NA	NA	1.88606452370823	-1.76105336525936	1.73931148538017	NA	NA	1.74972003759477	-1.44828559639057	-1.74433903407692	1.5701460886142	2.06491678812276	NA	NA	NA	1.6774512228965	NA	1.46821624514335	1.55202008641194	NA	NA	NA	NA	NA	NA	NA	NA	NA
354	MyD88-independent TLR3/TLR4 cascade Homo sapiens R-HSA-166166	NA	NA	NA	NA	-1.72439176507339	1.47971128303167	NA	NA	NA	1.79581732379755	-1.88394110172204	1.71545263425073	1.51169290600144	NA	1.79324847951187	-1.48896925361418	-1.7408384567974	1.67686211683952	2.12112553009064	-1.63532140201843	NA	NA	1.64927583773551	NA	1.53493590048013	1.53893423212459	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	MyD88:Mal cascade initiated on plasma membrane Homo sapiens R-HSA-166058	NA	NA	NA	NA	-1.90900558572206	1.4657420227942	NA	NA	NA	1.94086324081824	-1.80960905052214	1.72936253811405	1.55335310437797	NA	1.75424655467953	-1.54074249120163	-1.78467671741289	1.64040499437445	2.18919023213281	-1.6987210643006	NA	NA	1.71555865925822	NA	1.52758129293877	1.67621593575819	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	Na+/Cl- dependent neurotransmitter transporters Homo sapiens R-HSA-442660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6730411364165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71369833222782	NA	NA	NA	NA	NA	NA	NA	NA
357	NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165	NA	NA	NA	NA	-1.36675743422934	NA	1.6217112378545	NA	NA	NA	-1.41844295712326	1.32755216419226	NA	1.35688737851747	1.53403486187461	NA	-1.43615531254123	NA	1.29721650335168	NA	NA	NA	NA	NA	NA	NA	1.51374037494018	NA	NA	NA	-1.57102452051795	NA	NA	NA	NA
358	NCAM1 interactions Homo sapiens R-HSA-419037	NA	NA	NA	NA	NA	NA	1.83449357682778	NA	NA	NA	NA	NA	NA	NA	1.6459662416447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	Negative regulation of FGFR1 signaling Homo sapiens R-HSA-5654726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83079445884099	NA	NA	NA	NA	NA	NA	NA	NA
360	Negative regulation of FGFR3 signaling Homo sapiens R-HSA-5654732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88305257797603	NA	NA	NA	NA	NA	NA	NA	NA
361	Negative regulation of FGFR4 signaling Homo sapiens R-HSA-5654733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84416788913526	NA	NA	NA	NA	NA	NA	NA	NA
362	Negative regulation of MAPK pathway Homo sapiens R-HSA-5675221	NA	NA	NA	NA	-1.71991014705209	1.51510386591145	NA	NA	NA	NA	NA	1.86048013124415	NA	NA	NA	NA	NA	NA	1.55240724440034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	Negative regulation of TCF-dependent signaling by WNT ligand antagonists Homo sapiens R-HSA-3772470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70640718127753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
364	Negative regulation of the PI3K/AKT network Homo sapiens R-HSA-199418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5100688218892	NA	NA	NA	1.46196500676055	NA	NA	NA	NA	NA	NA	NA	1.73897233530748	NA	NA	NA	NA	NA	NA	NA	NA
365	Negative regulators of RIG-I/MDA5 signaling Homo sapiens R-HSA-936440	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67064124781377	-1.91412941148304	NA	NA	NA	1.56206207386364	NA	NA	1.61066302745511	1.71578660951845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
366	NEP/NS2 Interacts with the Cellular Export Machinery Homo sapiens R-HSA-168333	NA	NA	NA	NA	NA	NA	-1.72349610854879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367	Neuronal System Homo sapiens R-HSA-112316	NA	NA	NA	NA	NA	NA	1.80854912738828	NA	NA	NA	NA	NA	NA	NA	1.26526610649018	NA	-1.30065422664025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4113247290175	NA	NA	NA	NA
368	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell Homo sapiens R-HSA-112314	NA	NA	NA	NA	NA	NA	1.43771713601109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35036050750494	NA	NA	NA	NA
369	Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	NA	NA	NA	NA	NA	NA	1.58783068624269	NA	NA	NA	NA	1.64916284888557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60503826200847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037	NA	NA	NA	NA	-1.25349893057107	NA	1.31467579444289	NA	NA	NA	-1.51914117723515	NA	NA	NA	1.58724416523624	NA	-1.42830728639449	1.34719721139439	1.3312406878452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.38622097147723	NA	NA	NA	NA
371	NIK-->noncanonical NF-kB signaling Homo sapiens R-HSA-5676590	NA	NA	-1.67434828329749	NA	-1.75095111438853	1.84843163546985	NA	NA	NA	1.48256331390237	-1.84473283748085	NA	NA	NA	1.71239493769141	-1.90477101814464	NA	1.55740040628889	NA	NA	NA	NA	1.52038996054732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	NOD1/2 Signaling Pathway Homo sapiens R-HSA-168638	NA	NA	NA	NA	-1.51558002152019	NA	NA	NA	NA	NA	-1.48596839665026	NA	NA	NA	NA	NA	-1.60442083196314	NA	1.77091310392398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72590016771327	NA	-1.62725435043768	NA	1.79463641103673	NA	NA	NA	1.54250316560582	NA	NA	NA	1.61280336049699	NA	NA	-1.58683489308001	-1.80884036466717	NA	NA	NA	NA
374	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957	NA	-1.74517540752876	-1.59085521439128	NA	-2.27666068846566	2.4583260579625	NA	2.25418233259408	NA	-1.70665440630328	-1.63740791678035	2.09253608595377	1.8812274383835	NA	1.48042647125813	-1.68675729802861	-1.792763422945	NA	NA	NA	1.65631023013762	-1.66553668100243	NA	-1.56156657104313	-1.66982927102212	NA	NA	-1.59290589050214	NA	NA	-2.15686893517422	NA	NA	NA	-1.66035242114117
375	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956	NA	-1.84288041315638	-1.70032647423058	NA	-2.31644684205934	2.49248407578933	NA	2.27545429878948	1.52022046185085	-1.93911731279137	-1.68759758738506	2.08586592332952	1.91494618396814	NA	1.41146466301918	-1.62974472679488	-1.82727608946297	NA	NA	NA	1.67023360743767	-1.80173746889384	NA	-1.6775815170475	-1.82042127228813	NA	NA	-1.81224763922537	NA	NA	-2.23174684860415	NA	NA	NA	-1.74383790635501
376	Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802	NA	-1.74517540752876	-1.59085521439128	NA	-2.27666068846566	2.4583260579625	NA	2.25418233259408	NA	-1.70665440630328	-1.63740791678035	2.09253608595377	1.8812274383835	NA	1.48042647125813	-1.68675729802861	-1.792763422945	NA	NA	NA	1.65631023013762	-1.66553668100243	NA	-1.56156657104313	-1.66982927102212	NA	NA	-1.59290589050214	NA	NA	-2.15686893517422	NA	NA	NA	-1.66035242114117
377	Norepinephrine Neurotransmitter Release Cycle Homo sapiens R-HSA-181430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.8816122875298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	NOTCH1 Intracellular Domain Regulates Transcription Homo sapiens R-HSA-2122947	NA	NA	NA	NA	NA	1.53514241716529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.57603665564923	NA	NA	NA	NA
379	NRAGE signals death through JNK Homo sapiens R-HSA-193648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71278036213498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	Nuclear Envelope Breakdown Homo sapiens R-HSA-2980766	NA	NA	NA	NA	-1.61622307771909	NA	-1.72533164854148	NA	NA	NA	NA	NA	NA	NA	1.52238640211508	NA	-1.57866645199517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
381	Nuclear Events (kinase and transcription factor activation) Homo sapiens R-HSA-198725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59625828414148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
382	Nuclear import of Rev protein Homo sapiens R-HSA-180746	NA	NA	NA	NA	-1.47568784936638	NA	-1.690658728454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	Nuclear Pore Complex (NPC) Disassembly Homo sapiens R-HSA-3301854	NA	NA	NA	NA	NA	NA	-1.89551767072837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
384	Nucleosome assembly Homo sapiens R-HSA-774815	NA	NA	NA	NA	-1.88083161281251	1.81049728525378	-2.10207909067639	1.81906358051129	NA	NA	NA	NA	1.56531705216679	NA	NA	NA	-1.72522890568267	NA	NA	NA	1.75294493645897	NA	NA	NA	NA	NA	NA	NA	NA	-1.72358881589124	NA	NA	NA	NA	NA
