"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"8/271"	"144/6201"	0.293656071807439	0.687843051080487	0.576451463860975	"EGR1/EGR2/SPP1/FOS/CAMK2A/NCF1/NTRK3/NTRK1"	8
"M1"	"Endochondral Ossification WP474"	"Endochondral Ossification WP474"	"4/271"	"64/6201"	0.306034590518404	0.710437442274867	0.595386844335617	"MMP9/SPP1/BMP6/PLAU"	4
"M1"	"Glycolysis and Gluconeogenesis WP534"	"Glycolysis and Gluconeogenesis WP534"	"3/271"	"45/6201"	0.313960154531964	0.713005611764605	0.59753911593228	"HK3/SLC2A3/LDHAL6B"	3
"M1"	"Prostaglandin Synthesis and Regulation WP98"	"Prostaglandin Synthesis and Regulation WP98"	"3/271"	"45/6201"	0.313960154531964	0.713005611764605	0.59753911593228	"PTGS2/EDN1/PTGIR"	3
"M1"	"PPAR Alpha Pathway WP2878"	"PPAR Alpha Pathway WP2878"	"2/271"	"26/6201"	0.315367866742037	0.713005611764605	0.59753911593228	"APOA2/CYP7A1"	2
"M1"	"Non-small cell lung cancer WP4255"	"Non-small cell lung cancer WP4255"	"4/271"	"66/6201"	0.326062561275532	0.724666264733884	0.607311404048235	"JAK3/PRKCB/RXRG/PRKCG"	4
"M1"	"Aryl Hydrocarbon Receptor Pathway WP2873"	"Aryl Hydrocarbon Receptor Pathway WP2873"	"3/271"	"46/6201"	0.326099819130248	0.724666264733884	0.607311404048235	"IL1B/TNF/SLC7A5"	3
"M1"	"PPAR signaling pathway WP3942"	"PPAR signaling pathway WP3942"	"4/271"	"67/6201"	0.336110701225014	0.740582901004268	0.620650447400338	"OLR1/APOA2/CYP7A1/RXRG"	4
"M1"	"Interleukin-1 Induced Activation of NF-kappa-B WP3656"	"Interleukin-1 Induced Activation of NF-kappa-B WP3656"	"1/271"	"10/6201"	0.360581141847484	0.762155864552874	0.638729813613137	"IL1A"	1
"M1"	"Liver X Receptor Pathway WP2874"	"Liver X Receptor Pathway WP2874"	"1/271"	"10/6201"	0.360581141847484	0.762155864552874	0.638729813613137	"CYP7A1"	1
"M1"	"Gastric Cancer Network 1 WP2361"	"Gastric Cancer Network 1 WP2361"	"2/271"	"29/6201"	0.363874009169775	0.762155864552874	0.638729813613137	"ESM1/GATD3A"	2
"M1"	"miRs in Muscle Cell Differentiation WP2012"	"miRs in Muscle Cell Differentiation WP2012"	"2/271"	"29/6201"	0.363874009169775	0.762155864552874	0.638729813613137	"PRKCB/PRKCG"	2
"M1"	"PDGFR-beta pathway WP3972"	"PDGFR-beta pathway WP3972"	"2/271"	"29/6201"	0.363874009169775	0.762155864552874	0.638729813613137	"FOS/PRKCB"	2
"M1"	"Statin Pathway WP430"	"Statin Pathway WP430"	"2/271"	"29/6201"	0.363874009169775	0.762155864552874	0.638729813613137	"APOA2/CYP7A1"	2
"M1"	"Apoptosis Modulation and Signaling WP1772"	"Apoptosis Modulation and Signaling WP1772"	"5/271"	"91/6201"	0.366421088727343	0.762155864552874	0.638729813613137	"BCL2A1/FOS/IL1R2/TNFRSF10C/TNFRSF1B"	5
"M1"	"Dopaminergic Neurogenesis WP2855"	"Dopaminergic Neurogenesis WP2855"	"2/271"	"30/6201"	0.379766730963852	0.777475197248832	0.651568282714608	"GLI1/PITX3"	2
"M1"	"Inflammatory Response Pathway WP453"	"Inflammatory Response Pathway WP453"	"2/271"	"30/6201"	0.379766730963852	0.777475197248832	0.651568282714608	"TNFRSF1B/THBS1"	2
"M1"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"8/271"	"158/6201"	0.386509531605782	0.783234861236553	0.656395207595006	"IL1B/EGR1/CXCL8/IL1A/IL6/IL13/TNF/ADCYAP1"	8
"M1"	"Wnt Signaling WP428"	"Wnt Signaling WP428"	"6/271"	"115/6201"	0.38860498884429	0.783234861236553	0.656395207595006	"FOSL1/CAMK2A/PLAU/CSNK1A1L/PRKCB/PRKCG"	6
"M1"	"Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850"	"Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850"	"2/271"	"31/6201"	0.395490809221214	0.784943590820731	0.657827219837617	"TNFSF9/MSTN"	2
"M1"	"GABA receptor Signaling WP4159"	"GABA receptor Signaling WP4159"	"2/271"	"31/6201"	0.395490809221214	0.784943590820731	0.657827219837617	"GABRA6/GABRG3"	2
"M1"	"Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864"	"Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864"	"3/271"	"53/6201"	0.410430364965589	0.786218364104639	0.658895552103888	"SOCS3/TNF/THBS1"	3
"M1"	"Ovarian Infertility Genes WP34"	"Ovarian Infertility Genes WP34"	"2/271"	"32/6201"	0.411030632882465	0.786218364104639	0.658895552103888	"EGR1/NR5A1"	2
"M1"	"Ras Signaling WP4223"	"Ras Signaling WP4223"	"9/271"	"184/6201"	0.413307145339955	0.786218364104639	0.658895552103888	"RASGRP4/KDR/PLA2G12B/RASGRP2/PRKCB/PAK5/PLA2G2A/PRKCG/NTRK1"	9
"M1"	"Bile Acids synthesis and enterohepatic circulation  WP4389"	"Bile Acids synthesis and enterohepatic circulation  WP4389"	"1/271"	"12/6201"	0.415339122199741	0.786218364104639	0.658895552103888	"CYP7A1"	1
"M1"	"Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425"	"Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425"	"1/271"	"12/6201"	0.415339122199741	0.786218364104639	0.658895552103888	"NOG"	1
"M1"	"Nanoparticle triggered regulated necrosis WP2513"	"Nanoparticle triggered regulated necrosis WP2513"	"1/271"	"12/6201"	0.415339122199741	0.786218364104639	0.658895552103888	"TNF"	1
"M1"	"B Cell Receptor Signaling Pathway WP23"	"B Cell Receptor Signaling Pathway WP23"	"5/271"	"97/6201"	0.419099364270716	0.786218364104639	0.658895552103888	"CAMK2A/LAT2/BTK/PRKCB/CD22"	5
"M1"	"IL-4 Signaling Pathway WP395"	"IL-4 Signaling Pathway WP395"	"3/271"	"54/6201"	0.422262374857011	0.786218364104639	0.658895552103888	"FOS/SOCS3/JAK3"	3
"M1"	"Fluoropyrimidine Activity WP1601"	"Fluoropyrimidine Activity WP1601"	"2/271"	"33/6201"	0.426372266687516	0.786218364104639	0.658895552103888	"CDA/UPB1"	2
"M1"	"Monoamine GPCRs WP58"	"Monoamine GPCRs WP58"	"2/271"	"33/6201"	0.426372266687516	0.786218364104639	0.658895552103888	"HRH2/ADRA1D"	2
"M1"	"RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018"	"RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018"	"3/271"	"55/6201"	0.434013763439904	0.790650821587018	0.662610202706529	"TNFSF11/FOS/ICAM1"	3
"M1"	"Cell Differentiation - Index WP2029"	"Cell Differentiation - Index WP2029"	"1/271"	"13/6201"	0.440939881269683	0.790650821587018	0.662610202706529	"TLX1"	1
"M1"	"MFAP5-mediated ovarian cancer cell motility and invasiveness WP3301"	"MFAP5-mediated ovarian cancer cell motility and invasiveness WP3301"	"1/271"	"13/6201"	0.440939881269683	0.790650821587018	0.662610202706529	"ITGB3"	1
"M1"	"Transcriptional cascade regulating adipogenesis WP4211"	"Transcriptional cascade regulating adipogenesis WP4211"	"1/271"	"13/6201"	0.440939881269683	0.790650821587018	0.662610202706529	"EGR2"	1
"M1"	"Integrin-mediated Cell Adhesion WP185"	"Integrin-mediated Cell Adhesion WP185"	"5/271"	"101/6201"	0.453847679953222	0.798716988300657	0.669370107604194	"ITGAX/ITGAD/MYPN/ITGAM/ITGB3"	5
"M1"	"Neural Crest Differentiation WP2064"	"Neural Crest Differentiation WP2064"	"5/271"	"101/6201"	0.453847679953222	0.798716988300657	0.669370107604194	"SNAI1/DCT/OLIG2/OLIG1/HOXA1"	5
"M1"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"14/271"	"303/6201"	0.454654285648066	0.798716988300657	0.669370107604194	"OSM/SPP1/SLC2A3/CSF3R/CREB5/ITGAX/KDR/TNR/ITGAD/JAK3/CSF3/THBS1/HIF3A/ITGB3"	14
"M1"	"Zinc homeostasis WP3529"	"Zinc homeostasis WP3529"	"2/271"	"36/6201"	0.471091430707596	0.822038738147482	0.688915055856392	"SLC30A3/SLC30A8"	2
"M1"	"Melatonin metabolism and effects WP3298"	"Melatonin metabolism and effects WP3298"	"2/271"	"37/6201"	0.485530559389982	0.824020804202565	0.690576139554376	"CAMK2A/EDN1"	2
"M1"	"GPCRs, Class C Metabotropic glutamate, pheromone WP501"	"GPCRs, Class C Metabotropic glutamate, pheromone WP501"	"1/271"	"15/6201"	0.488838864794715	0.824020804202565	0.690576139554376	"CASR"	1
"M1"	"GPR40 Pathway WP3958"	"GPR40 Pathway WP3958"	"1/271"	"15/6201"	0.488838864794715	0.824020804202565	0.690576139554376	"FFAR1"	1
"M1"	"Role of Osx and miRNAs in tooth development WP3971"	"Role of Osx and miRNAs in tooth development WP3971"	"1/271"	"15/6201"	0.488838864794715	0.824020804202565	0.690576139554376	"SP7"	1
"M1"	"RIG-I-like Receptor Signaling WP3865"	"RIG-I-like Receptor Signaling WP3865"	"3/271"	"60/6201"	0.491308542593517	0.824020804202565	0.690576139554376	"CXCL8/DDX3Y/TNF"	3
"M1"	"Ebola Virus Pathway on Host WP4217"	"Ebola Virus Pathway on Host WP4217"	"6/271"	"129/6201"	0.498000636176956	0.824020804202565	0.690576139554376	"SOCS3/TLR4/CD300A/CLEC4G/ITGB3/ICAM3"	6
"M1"	"Focal Adhesion WP306"	"Focal Adhesion WP306"	"9/271"	"198/6201"	0.501209645903691	0.824020804202565	0.690576139554376	"SPP1/FGR/KDR/TNR/HCK/THBS1/PRKCB/ITGB3/PRKCG"	9
"M1"	"Oxidation by Cytochrome P450 WP43"	"Oxidation by Cytochrome P450 WP43"	"3/271"	"61/6201"	0.502430894157573	0.824020804202565	0.690576139554376	"CYP7A1/CYP26B1/CYP3A43"	3
"M1"	"MicroRNAs in cardiomyocyte hypertrophy WP1544"	"MicroRNAs in cardiomyocyte hypertrophy WP1544"	"4/271"	"84/6201"	0.503847697427969	0.824020804202565	0.690576139554376	"EDN1/TNF/PRKCB/PLA2G2A"	4
"M1"	"Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291"	"Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291"	"1/271"	"16/6201"	0.511232118535522	0.824020804202565	0.690576139554376	"RPH3A"	1
"M1"	"Hedgehog Signaling Pathway WP47"	"Hedgehog Signaling Pathway WP47"	"1/271"	"16/6201"	0.511232118535522	0.824020804202565	0.690576139554376	"GLI1"	1
"M1"	"Metabolic pathway of LDL, HDL and TG, including diseases WP4522"	"Metabolic pathway of LDL, HDL and TG, including diseases WP4522"	"1/271"	"16/6201"	0.511232118535522	0.824020804202565	0.690576139554376	"APOA2"	1
"M1"	"T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863"	"T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863"	"3/271"	"62/6201"	0.513428347233906	0.824020804202565	0.690576139554376	"FOS/LCP2/TNF"	3
"M1"	"Glycogen Synthesis and Degradation WP500"	"Glycogen Synthesis and Degradation WP500"	"2/271"	"40/6201"	0.527345324016423	0.829272050639185	0.694976981709762	"HK3/PYGM"	2
"M1"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"4/271"	"87/6201"	0.53174207948118	0.829272050639185	0.694976981709762	"FOSB/EGR2/BMP6/FOS"	4
"M1"	"ACE Inhibitor Pathway WP554"	"ACE Inhibitor Pathway WP554"	"1/271"	"17/6201"	0.532647817141322	0.829272050639185	0.694976981709762	"CTSG"	1
"M1"	"Drug Induction of Bile Acid Pathway WP2289"	"Drug Induction of Bile Acid Pathway WP2289"	"1/271"	"17/6201"	0.532647817141322	0.829272050639185	0.694976981709762	"CYP7A1"	1
"M1"	"IL-9 Signaling Pathway WP22"	"IL-9 Signaling Pathway WP22"	"1/271"	"17/6201"	0.532647817141322	0.829272050639185	0.694976981709762	"JAK3"	1
"M1"	"TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859"	"TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859"	"1/271"	"18/6201"	0.553128483628176	0.845505527256228	0.708581555230928	"SNAI1"	1
"M1"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314"	"2/271"	"42/6201"	0.553920833846458	0.845505527256228	0.708581555230928	"IL1A/TNF"	2
"M1"	"AGE/RAGE pathway WP2324"	"AGE/RAGE pathway WP2324"	"3/271"	"66/6201"	0.55608248138775	0.845505527256228	0.708581555230928	"MMP9/NCF1/PRKCB"	3
"M1"	"Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032"	"Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032"	"3/271"	"66/6201"	0.55608248138775	0.845505527256228	0.708581555230928	"EGR1/FOS/TSHR"	3
"M1"	"Cell Differentiation - Index expanded WP2023"	"Cell Differentiation - Index expanded WP2023"	"1/271"	"19/6201"	0.572714797866695	0.855780732444487	0.717192759578983	"TLX1"	1
"M1"	"Farnesoid X Receptor  Pathway WP2879"	"Farnesoid X Receptor  Pathway WP2879"	"1/271"	"19/6201"	0.572714797866695	0.855780732444487	0.717192759578983	"CYP7A1"	1
"M1"	"Serotonin Receptor 4/6/7 and NR3C Signaling WP734"	"Serotonin Receptor 4/6/7 and NR3C Signaling WP734"	"1/271"	"19/6201"	0.572714797866695	0.855780732444487	0.717192759578983	"EGR1"	1
"M1"	"Hedgehog Signaling Pathway WP4249"	"Hedgehog Signaling Pathway WP4249"	"2/271"	"44/6201"	0.579426188111679	0.85597050516498	0.717351799875105	"CSNK1A1L/GLI1"	2
"M1"	"Interleukin-11 Signaling Pathway WP2332"	"Interleukin-11 Signaling Pathway WP2332"	"2/271"	"44/6201"	0.579426188111679	0.85597050516498	0.717351799875105	"SOCS3/ICAM1"	2
"M1"	"Urea cycle and metabolism of amino groups WP497"	"Urea cycle and metabolism of amino groups WP497"	"1/271"	"20/6201"	0.591445676187323	0.868790258806238	0.728095480052191	"ARG1"	1
"M1"	"Aryl Hydrocarbon Receptor WP2586"	"Aryl Hydrocarbon Receptor WP2586"	"2/271"	"46/6201"	0.603849519412808	0.882027387906349	0.739188944520705	"PTGS2/TNF"	2
"M1"	"Glycerophospholipid Biosynthetic Pathway WP2533"	"Glycerophospholipid Biosynthetic Pathway WP2533"	"1/271"	"21/6201"	0.609358347559793	0.885101510422046	0.741765233430622	"PLA2G2A"	1
"M1"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"2/271"	"47/6201"	0.615654445748132	0.886245005844969	0.742723547408537	"ITGB3/PAK5"	2
"M1"	"Chromosomal and microsatellite instability in colorectal cancer  WP4216"	"Chromosomal and microsatellite instability in colorectal cancer  WP4216"	"3/271"	"73/6201"	0.625094259479131	0.886245005844969	0.742723547408537	"PTGS2/FOS/CSNK1A1L"	3
"M1"	"miRNA targets in ECM and membrane receptors WP2911"	"miRNA targets in ECM and membrane receptors WP2911"	"1/271"	"22/6201"	0.62648842649366	0.886245005844969	0.742723547408537	"THBS1"	1
"M1"	"Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872"	"Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872"	"1/271"	"22/6201"	0.62648842649366	0.886245005844969	0.742723547408537	"BCL2A1"	1
"M1"	"Exercise-induced Circadian Regulation WP410"	"Exercise-induced Circadian Regulation WP410"	"2/271"	"48/6201"	0.627188773367209	0.886245005844969	0.742723547408537	"G0S2/TUBB3"	2
"M1"	"Structural Pathway of Interleukin 1 (IL-1) WP2637"	"Structural Pathway of Interleukin 1 (IL-1) WP2637"	"2/271"	"49/6201"	0.638453519566472	0.891766969644241	0.747351266058129	"IL1A/FOS"	2
"M1"	"Estrogen signaling pathway WP712"	"Estrogen signaling pathway WP712"	"1/271"	"23/6201"	0.642869982800541	0.891766969644241	0.747351266058129	"FOS"	1
"M1"	"Glutathione metabolism WP100"	"Glutathione metabolism WP100"	"1/271"	"23/6201"	0.642869982800541	0.891766969644241	0.747351266058129	"GGT5"	1
"M1"	"Leptin signaling pathway WP2034"	"Leptin signaling pathway WP2034"	"3/271"	"76/6201"	0.652334577158228	0.891766969644241	0.747351266058129	"IL1B/SOCS3/SOCS2"	3
"M1"	"Prolactin Signaling Pathway WP2037"	"Prolactin Signaling Pathway WP2037"	"3/271"	"76/6201"	0.652334577158228	0.891766969644241	0.747351266058129	"FOS/SOCS3/SOCS2"	3
"M1"	"Wnt Signaling Pathway and Pluripotency WP399"	"Wnt Signaling Pathway and Pluripotency WP399"	"4/271"	"102/6201"	0.658135970805274	0.891766969644241	0.747351266058129	"FOSL1/PLAU/PRKCB/PRKCG"	4
"M1"	"miRNA regulation of p53 pathway in prostate cancer WP3982"	"miRNA regulation of p53 pathway in prostate cancer WP3982"	"1/271"	"24/6201"	0.65853560835267	0.891766969644241	0.747351266058129	"SERPINE1"	1
"M1"	"Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling WP3612"	"Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling WP3612"	"1/271"	"24/6201"	0.65853560835267	0.891766969644241	0.747351266058129	"FOS"	1
"M1"	"Wnt Signaling Pathway WP363"	"Wnt Signaling Pathway WP363"	"2/271"	"52/6201"	0.670646612243114	0.893440229853692	0.748753552954309	"PRKCB/PRKCG"	2
"M1"	"Differentiation of white and brown adipocyte    WP2895"	"Differentiation of white and brown adipocyte    WP2895"	"1/271"	"25/6201"	0.673516480966629	0.893440229853692	0.748753552954309	"SLC7A10"	1
"M1"	"Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668"	"Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668"	"1/271"	"25/6201"	0.673516480966629	0.893440229853692	0.748753552954309	"SERPINE1"	1
"M1"	"IL-7 Signaling Pathway WP205"	"IL-7 Signaling Pathway WP205"	"1/271"	"25/6201"	0.673516480966629	0.893440229853692	0.748753552954309	"JAK3"	1
"M1"	"Nonalcoholic fatty liver disease WP4396"	"Nonalcoholic fatty liver disease WP4396"	"6/271"	"155/6201"	0.677917457892765	0.894046992169538	0.749262054166374	"IL1B/CXCL8/IL1A/SOCS3/IL6/TNF"	6
"M1"	"Phosphodiesterases in neuronal function WP4222"	"Phosphodiesterases in neuronal function WP4222"	"2/271"	"53/6201"	0.680851170959879	0.894046992169538	0.749262054166374	"PDE4B/PDE2A"	2
"M1"	"Cardiac Hypertrophic Response WP2795"	"Cardiac Hypertrophic Response WP2795"	"2/271"	"55/6201"	0.700486823337743	0.902974816125536	0.756744076672008	"TNF/PLA2G2A"	2
"M1"	"IL-1 signaling pathway WP195"	"IL-1 signaling pathway WP195"	"2/271"	"55/6201"	0.700486823337743	0.902974816125536	0.756744076672008	"IL1B/IL1A"	2
"M1"	"Pathogenic Escherichia coli infection WP2272"	"Pathogenic Escherichia coli infection WP2272"	"2/271"	"55/6201"	0.700486823337743	0.902974816125536	0.756744076672008	"TLR4/TUBB3"	2
"M1"	"Follicle Stimulating Hormone (FSH) signaling pathway WP2035"	"Follicle Stimulating Hormone (FSH) signaling pathway WP2035"	"1/271"	"27/6201"	0.701541972528301	0.902974816125536	0.756744076672008	"AREG"	1
"M1"	"Alzheimers Disease WP2059"	"Alzheimers Disease WP2059"	"3/271"	"83/6201"	0.710308123294228	0.90975424658374	0.762425623655199	"IL1B/MME/TNF"	3
"M1"	"Nanoparticle-mediated activation of receptor signaling WP2643"	"Nanoparticle-mediated activation of receptor signaling WP2643"	"1/271"	"28/6201"	0.714642413967373	0.910818762899593	0.763317748664841	"AREG"	1
"M1"	"Pathways in clear cell renal cell carcinoma WP4018"	"Pathways in clear cell renal cell carcinoma WP4018"	"3/271"	"85/6201"	0.725444802482964	0.920057859614895	0.771060635385762	"HK3/KDR/ZEB1"	3
"M1"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"3/271"	"86/6201"	0.732779164622395	0.920057859614895	0.771060635385762	"FOSL1/PLAU/CSNK1A1L"	3
"M1"	"PI3K-Akt Signaling Pathway WP4172"	"PI3K-Akt Signaling Pathway WP4172"	"13/271"	"340/6201"	0.732862790121003	0.920057859614895	0.771060635385762	"OSM/SPP1/CSF3R/CREB5/IL6/KDR/TNR/JAK3/CSF3/TLR4/THBS1/ITGB3/NTRK1"	13
"M1"	"MET in type 1 papillary renal cell carcinoma WP4205"	"MET in type 1 papillary renal cell carcinoma WP4205"	"2/271"	"59/6201"	0.736756927685363	0.920057859614895	0.771060635385762	"JAK3/PAK5"	2
"M1"	"Ethanol effects on histone modifications WP3996"	"Ethanol effects on histone modifications WP3996"	"1/271"	"31/6201"	0.750604557332016	0.920057859614895	0.771060635385762	"ALDH1A2"	1
"M1"	"Tumor suppressor activity of SMARCB1 WP4204"	"Tumor suppressor activity of SMARCB1 WP4204"	"1/271"	"31/6201"	0.750604557332016	0.920057859614895	0.771060635385762	"GLI1"	1
"M1"	"Prader-Willi and Angelman Syndrome WP3998"	"Prader-Willi and Angelman Syndrome WP3998"	"2/271"	"61/6201"	0.753450826829264	0.920057859614895	0.771060635385762	"MAGEL2/GABRG3"	2
"M1"	"MECP2 and Associated Rett Syndrome WP3584"	"MECP2 and Associated Rett Syndrome WP3584"	"2/271"	"62/6201"	0.76145157614911	0.920057859614895	0.771060635385762	"GRID1/CAMK2A"	2
"M1"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817"	"1/271"	"32/6201"	0.761558554894905	0.920057859614895	0.771060635385762	"TNFSF11"	1
"M1"	"White fat cell differentiation WP4149"	"White fat cell differentiation WP4149"	"1/271"	"32/6201"	0.761558554894905	0.920057859614895	0.771060635385762	"EGR2"	1
"M1"	"Nuclear Receptors in Lipid Metabolism and Toxicity WP299"	"Nuclear Receptors in Lipid Metabolism and Toxicity WP299"	"1/271"	"33/6201"	0.772033126401386	0.920057859614895	0.771060635385762	"CYP7A1"	1
"M1"	"Oxidative Stress WP408"	"Oxidative Stress WP408"	"1/271"	"33/6201"	0.772033126401386	0.920057859614895	0.771060635385762	"FOS"	1
"M1"	"NRF2 pathway WP2884"	"NRF2 pathway WP2884"	"5/271"	"146/6201"	0.772164143884426	0.920057859614895	0.771060635385762	"EGR1/SLC2A3/HBEGF/SLC2A14/SLC6A2"	5
"M1"	"TNF alpha Signaling Pathway WP231"	"TNF alpha Signaling Pathway WP231"	"3/271"	"92/6201"	0.773589641175484	0.920057859614895	0.771060635385762	"IL6/TNFRSF1B/TNF"	3
"M1"	"G Protein Signaling Pathways WP35"	"G Protein Signaling Pathways WP35"	"3/271"	"93/6201"	0.779872848269158	0.920057859614895	0.771060635385762	"PDE4B/PRKCB/PRKCG"	3
"M1"	"Signaling of Hepatocyte Growth Factor Receptor WP313"	"Signaling of Hepatocyte Growth Factor Receptor WP313"	"1/271"	"34/6201"	0.782049180672661	0.920057859614895	0.771060635385762	"FOS"	1
"M1"	"Type 2 papillary renal cell carcinoma WP4241"	"Type 2 papillary renal cell carcinoma WP4241"	"1/271"	"34/6201"	0.782049180672661	0.920057859614895	0.771060635385762	"CADM2"	1
"M1"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"3/271"	"94/6201"	0.786012401218481	0.920555064490113	0.771477321252848	"FOSL1/PLAU/CSNK1A1L"	3
"M1"	"Parkin-Ubiquitin Proteasomal System pathway WP2359"	"Parkin-Ubiquitin Proteasomal System pathway WP2359"	"2/271"	"70/6201"	0.817719298604149	0.941840938847939	0.789316090451512	"HSPA6/TUBB3"	2
"M1"	"Amyotrophic lateral sclerosis (ALS) WP2447"	"Amyotrophic lateral sclerosis (ALS) WP2447"	"1/271"	"38/6201"	0.817915413987235	0.941840938847939	0.789316090451512	"TNF"	1
"M1"	"Striated Muscle Contraction Pathway WP383"	"Striated Muscle Contraction Pathway WP383"	"1/271"	"38/6201"	0.817915413987235	0.941840938847939	0.789316090451512	"DES"	1
"M1"	"Metapathway biotransformation Phase I and II WP702"	"Metapathway biotransformation Phase I and II WP702"	"6/271"	"183/6201"	0.818721412851155	0.941840938847939	0.789316090451512	"CYP7A1/CYP26B1/CHST8/HS6ST3/NNMT/CYP3A43"	6
"M1"	"G13 Signaling Pathway WP524"	"G13 Signaling Pathway WP524"	"1/271"	"39/6201"	0.825922054066654	0.941840938847939	0.789316090451512	"MYBPH"	1
"M1"	"PDGF Pathway WP2526"	"PDGF Pathway WP2526"	"1/271"	"39/6201"	0.825922054066654	0.941840938847939	0.789316090451512	"FOS"	1
