	pathway	X1018.015.022	X1058.016.043	X1089.016.076	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1195.016.182	X1480.019.118	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1551.019.189	X1553.019.191	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1576.019.214	X1581.019.219
111	cellular response to estradiol stimulus (GO:0071392)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.8030531614149	NA	NA	NA
112	cellular response to fibroblast growth factor stimulus (GO:0044344)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45564201088671	NA	NA	1.39545295854961	NA	NA	NA	NA	NA	1.8285439132782	NA	NA	NA	-1.60549295224403	NA	NA	NA
113	cellular response to growth factor stimulus (GO:0071363)	NA	-1.76249027495238	1.4020721426027	NA	-1.64485653241735	1.71702157401004	NA	1.69927997588562	NA	1.59573077697431	-1.59052186570473	NA	1.91288529319435	NA	NA	NA	NA	NA	1.64320213470505	NA	NA	NA	-2.07906373362295	NA	NA	NA
114	cellular response to heat (GO:0034605)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51540739500825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	cellular response to hormone stimulus (GO:0032870)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.38506818981362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	cellular response to hypoxia (GO:0071456)	NA	NA	NA	NA	NA	1.38092930605959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	cellular response to interferon-gamma (GO:0071346)	NA	NA	NA	1.96130871966397	-2.47635300897626	NA	2.1820859117095	NA	NA	2.37459079103335	-1.7690476940636	2.32872743817844	2.3467093588006	-1.9350770214895	NA	NA	NA	1.6815055660891	NA	1.90783964405611	NA	NA	NA	1.62401622633817	-1.83708550888248	NA
118	cellular response to interleukin-1 (GO:0071347)	NA	-1.63824864140807	NA	1.98160036387408	-2.14291549402625	1.4226697273349	2.00030988377064	NA	1.88027493147988	1.82615080816055	-1.65901581597881	2.02506902651055	1.99622876462966	-1.67051209882952	NA	NA	-1.50893464704406	1.54614557859828	NA	2.00702549861311	NA	NA	NA	1.69341332629615	-1.67415537553227	NA
119	cellular response to interleukin-12 (GO:0071349)	NA	NA	NA	NA	-1.79793137211232	NA	1.753355867047	NA	NA	NA	NA	1.59263819395032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	cellular response to interleukin-6 (GO:0071354)	NA	NA	NA	NA	-1.663754285846	NA	NA	NA	NA	NA	NA	NA	1.69768954374175	-1.70793530686044	NA	NA	NA	NA	NA	1.63226822263708	NA	NA	NA	NA	-1.80147577691635	NA
121	cellular response to interleukin-7 (GO:0098761)	NA	-1.66871962202126	NA	1.69740070046379	-1.76817815793871	NA	1.71146598523444	NA	NA	1.73594790701569	-1.74371460582158	1.62677284185175	1.79997758933743	-1.78356066686262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
122	cellular response to ketone (GO:1901655)	NA	NA	NA	NA	-1.61899019409199	NA	1.65829089628824	NA	NA	1.53060461655216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
123	cellular response to lipid (GO:0071396)	NA	-1.4285906177433	1.50846631290867	1.85323291597051	-2.09248959470351	NA	2.02492770343541	NA	NA	1.96089410845834	-1.72982935448507	1.87158520053707	1.86459994600988	NA	NA	NA	NA	1.61204485046414	NA	1.58271528838377	-1.43497332385498	NA	NA	1.63425624415409	-1.58029289958393	NA
124	cellular response to lipopolysaccharide (GO:0071222)	NA	-1.975289483845	NA	2.45481701463558	-2.4570034140223	NA	2.2309313427579	NA	1.72823520844836	2.24136425799526	-2.0146716351614	2.26804849304222	2.4055790181016	-1.90888091386748	NA	NA	-1.81491233044015	1.94840010552006	NA	2.10344869829484	-1.61216180185538	-1.56212579401245	NA	2.06219008916429	-2.01788117597271	NA
125	cellular response to mechanical stimulus (GO:0071260)	NA	-1.62816691702703	NA	1.71105509482023	-1.87964820433853	NA	1.75633426866437	NA	NA	1.75170729599916	-1.59831637153385	1.52171650761436	1.80806009622077	-1.69004851527838	NA	NA	NA	1.72069563566781	NA	NA	NA	NA	NA	1.77764647010484	NA	NA
126	cellular response to molecule of bacterial origin (GO:0071219)	NA	-1.94464894134242	NA	2.35131230364793	-2.41128149119705	NA	2.17282439234031	NA	NA	2.15152345391476	-2.03181296401708	2.26228699678909	2.3502806711569	-1.96043457028116	NA	NA	-1.73054912019289	1.94093034686413	NA	2.06176178365228	NA	NA	NA	2.00218040704673	-1.86097869789814	NA
127	cellular response to organic cyclic compound (GO:0071407)	NA	NA	NA	1.39289185965361	-1.63864559503687	NA	NA	NA	NA	1.376083736793	-1.39340916641429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4116937812832	NA	NA
128	cellular response to organic substance (GO:0071310)	NA	-1.36660760978577	NA	1.86503172972415	-1.63583187490153	1.41456824583495	NA	NA	NA	NA	-1.45557997853506	NA	NA	NA	NA	NA	NA	NA	NA	1.55600073993715	NA	NA	NA	NA	NA	NA
129	cellular response to oxygen-containing compound (GO:1901701)	NA	-1.40371708131682	1.39269868961236	1.9341382434478	-1.90874997200019	NA	1.78580953107964	NA	NA	1.54062707879575	-1.51162201337196	1.66720341001215	1.65437505620868	NA	NA	NA	NA	1.60681749283301	NA	1.58463845029489	NA	NA	NA	1.48766749786	-1.46713644925176	NA
130	cellular response to peptide (GO:1901653)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5754192759213	NA	NA	1.51602309840235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	cellular response to transforming growth factor beta stimulus (GO:0071560)	NA	NA	NA	NA	NA	1.4349413600173	NA	NA	NA	NA	NA	NA	1.38844665335123	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.764712936821	NA	NA	NA
132	cellular response to tumor necrosis factor (GO:0071356)	NA	-1.62681387838395	NA	1.95073886304495	-2.28644812195192	NA	1.98733318501649	NA	1.67096377559724	2.16737606297592	-1.92771884617442	2.14007244729814	2.23654782112297	-1.86345622562254	NA	NA	-1.49610853990056	1.68142219990593	NA	1.89066428943763	NA	NA	NA	1.67779905317727	-1.82143230168471	NA
133	cellular response to type I interferon (GO:0071357)	NA	NA	NA	1.99693507777786	-2.29748991597494	NA	1.96319970906092	NA	NA	2.25416748367223	NA	2.16324713070741	2.12059781541244	-1.65088750299617	NA	NA	NA	1.65266977946989	1.62602570071097	NA	NA	NA	NA	NA	NA	NA
134	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	NA	-1.7376138054396	NA	NA	NA	1.910616427076	NA	NA	NA	1.70315246249621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.78316541810872	NA	NA	NA
135	cellular response to zinc ion (GO:0071294)	NA	NA	NA	-1.93079773165469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66636863506325	NA
136	cellular senescence (GO:0090398)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.55360190849304	NA	1.83178409972781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
137	cellular zinc ion homeostasis (GO:0006882)	1.76765305969656	NA	NA	-1.61244785626357	-1.67816725706793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	CENP-A containing chromatin organization (GO:0061641)	NA	-1.82585549937288	-2.06545082109852	NA	NA	NA	NA	NA	NA	NA	-1.75688473228487	-1.58114136054217	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75963394799139	NA	NA	NA	NA
139	CENP-A containing nucleosome assembly (GO:0034080)	NA	-1.82585549937288	-2.06545082109852	NA	NA	NA	NA	NA	NA	NA	-1.75688473228487	-1.58114136054217	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75963394799139	NA	NA	NA	NA
140	central nervous system development (GO:0007417)	NA	NA	1.57687595271654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	centromere complex assembly (GO:0034508)	NA	-1.87871786424576	-2.13674991723306	NA	NA	NA	1.60359581324286	NA	NA	NA	-1.80367811160227	-1.56678569165707	NA	NA	1.83826157490157	NA	NA	NA	NA	NA	NA	-1.80744038987026	NA	NA	NA	NA
142	ceramide biosynthetic process (GO:0046513)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.56622878653505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	ceramide metabolic process (GO:0006672)	NA	-1.56099747894542	NA	NA	NA	NA	NA	NA	NA	NA	-1.54225907277123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
144	chemical synaptic transmission (GO:0007268)	NA	NA	1.84426111407205	-1.35113687684671	NA	NA	NA	NA	NA	NA	NA	-1.33054670644925	-1.62874035072468	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40857524071201	NA	NA	NA
145	chemical synaptic transmission, postsynaptic (GO:0099565)	NA	NA	1.70765741407749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	chemokine-mediated signaling pathway (GO:0070098)	NA	-1.583032702542	NA	2.24578228883786	-2.42110952972252	NA	2.3597861357356	NA	1.71846441386029	2.07481626027421	-1.74524184582667	2.3534725757693	2.16159872101853	-2.12609216488679	NA	NA	NA	1.81500073040396	NA	2.08631634890146	NA	-1.83333559352683	NA	1.84780894118135	-1.66218133611381	NA
147	chloride transport (GO:0006821)	NA	NA	1.54910154727244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	cholesterol biosynthetic process (GO:0006695)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.56704988217253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
149	cholesterol homeostasis (GO:0042632)	NA	NA	1.58899690376339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	chondrocyte differentiation (GO:0002062)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59595550544281	NA	NA	1.54598692228417	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67707682712911	NA	NA	NA
151	chondroitin sulfate metabolic process (GO:0030204)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53409204003507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
152	chromatin remodeling (GO:0006338)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.36277811170811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
153	chromatin remodeling at centromere (GO:0031055)	NA	-1.80491895337029	-2.09119041587463	NA	NA	NA	1.58435855757978	NA	NA	NA	-1.74252731430916	-1.59175489374863	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.77288446718291	NA	NA	NA	NA
154	chromosome condensation (GO:0030261)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.73965708311515	NA	NA	NA	1.80304293490157	NA	NA	NA	NA	NA	NA	NA	-1.80597050471481	NA	NA	NA
155	chromosome organization (GO:0051276)	NA	-1.57478387697818	NA	NA	NA	NA	NA	NA	NA	NA	-1.47150697768737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156	ciliary basal body-plasma membrane docking (GO:0097711)	1.53661106125114	NA	-2.33718914656384	NA	NA	-1.69024314398062	NA	NA	NA	-1.58227040289013	1.61728035857666	NA	-1.70408981072222	NA	NA	1.80485079302677	NA	NA	-1.54347305607872	NA	NA	NA	1.58445559123014	NA	NA	NA
157	cilium assembly (GO:0060271)	1.83074296765002	2.17464681580853	-2.69837636891376	NA	NA	-2.36634275749689	NA	-2.113202801306	1.76908271015122	-2.17606348702177	2.32367502793157	NA	-2.07576217850676	NA	-2.05381635949007	2.24587521029816	NA	NA	-1.97551291598471	NA	NA	-1.67847907068083	2.24756067545667	NA	NA	NA
158	cilium movement (GO:0003341)	1.8674028534658	2.46124305311672	-2.68144774593031	1.69587992909083	NA	-2.45754748386037	-1.83590211266688	-2.33034704305215	NA	-2.27931978911746	2.51300848756952	-1.96141774996534	-2.26385872348313	NA	-2.26412931474397	2.3274616193265	-1.74752390463212	NA	-1.93268086084899	1.70534068783046	NA	-2.15845095745484	2.42293594383997	NA	NA	NA
159	cilium organization (GO:0044782)	1.83587139031628	2.15704429819413	-2.57780158005418	NA	NA	-2.35447718746876	NA	-2.11143426252568	1.75897954512363	-2.20126502036446	2.34143607199647	NA	-2.08685742882747	NA	-2.07453237363838	2.24279993719226	NA	NA	-2.06734427449412	NA	NA	-1.64946738306588	2.24159062869863	NA	NA	NA
160	cilium-dependent cell motility (GO:0060285)	NA	2.16507451812428	-2.27746120119632	NA	NA	-2.11682546262289	NA	-2.03599043749572	1.68563141240117	-1.98995083910899	2.10764617707444	-1.63881298078681	-1.95749600617574	NA	-1.98362838026424	2.09864466258962	-1.7088091690705	NA	-1.86690873083272	NA	NA	-1.89579685574955	2.13416638209275	NA	NA	NA
161	circulatory system development (GO:0072359)	NA	NA	1.43853825687864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	collagen fibril organization (GO:0030199)	NA	NA	1.77849892142042	NA	NA	NA	NA	2.13181815120342	NA	1.67737175384664	-1.78509274481922	NA	1.83977475351341	NA	NA	NA	NA	NA	1.72277960289318	NA	NA	NA	-2.12663925096076	NA	NA	NA
163	complement activation, classical pathway (GO:0006958)	-2.38806936239506	NA	2.15887977181992	1.97635826098563	-1.97794700804397	2.80367620389576	2.43288789947992	-1.75463606557876	NA	2.61298788208311	-2.30642330146486	1.94467637791824	NA	-2.63512569642343	2.75803352123801	2.06554004425573	-1.67255146395199	2.08023938173801	1.54037441242066	-2.53868078053697	-2.10457859702919	-2.09125960898631	NA	1.70020228178753	NA	NA
164	cortical actin cytoskeleton organization (GO:0030866)	NA	NA	NA	1.65452119071072	NA	NA	NA	NA	NA	NA	NA	1.67357632170217	1.5573677451179	NA	NA	NA	NA	NA	NA	1.66687189937409	NA	NA	NA	NA	NA	NA
165	cortical cytoskeleton organization (GO:0030865)	NA	NA	NA	1.63117039972762	NA	NA	NA	NA	NA	1.63353712282719	NA	NA	1.57288150027967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	cotranslational protein targeting to membrane (GO:0006613)	NA	-2.36162690614712	NA	-1.97541579810935	-1.85705983225617	2.203526293232	1.92436900098041	NA	NA	1.49285113300499	-1.89964910531378	NA	NA	NA	1.85343644513408	NA	-1.82448451355365	NA	NA	-1.91512842986686	NA	NA	-2.24029186452125	-2.07352606764222	NA	NA
167	cyclic purine nucleotide metabolic process (GO:0052652)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62026000859994	NA	NA
168	cytokine-mediated signaling pathway (GO:0019221)	NA	-1.86611566312935	1.55237072963829	2.14893782859823	-2.52410790322388	NA	2.32476205724953	NA	1.54693096672944	2.36461044724134	-2.15628249889576	2.24346403114205	2.43194696739355	-1.89223495825849	NA	NA	-1.49821060871763	1.90631520754049	1.5276387082971	1.80309118974019	-1.38275403810612	-1.50324144162791	NA	1.66704262715596	-1.83100023399495	NA
169	cytoplasmic translation (GO:0002181)	1.66455698416736	-2.08714704094291	NA	-1.8219194573094	NA	1.85158225086012	1.65600891073363	NA	NA	NA	-1.76579481001612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.93973959877294	-1.8712508810258	NA	NA
170	cytoskeleton organization (GO:0007010)	NA	NA	NA	NA	-1.50090207534717	NA	NA	NA	NA	1.63984848177633	-1.62693238233444	NA	1.79796534250435	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66943163126761	NA	NA	NA
171	cytoskeleton-dependent cytokinesis (GO:0061640)	NA	-1.49836719091702	NA	NA	NA	NA	NA	NA	NA	NA	-1.78406238287629	NA	NA	NA	1.58541634676252	NA	NA	NA	NA	-2.03210947703007	NA	NA	NA	NA	NA	NA
172	defense response to bacterium (GO:0042742)	NA	-1.94229750115879	1.99791267841202	1.90305130494351	-1.98099609113409	1.91494259408509	2.01117067847714	NA	NA	2.1627211049686	-2.17126798205589	1.99767732663059	1.24615172203518	-2.17671605415402	2.16948514045146	1.69312951550738	-1.63605171691009	2.124414285422	NA	NA	-1.89093143821478	-1.83730803407322	NA	1.86056501140905	NA	NA
173	defense response to fungus (GO:0050832)	1.80159973563867	-1.85074390753724	NA	NA	-1.86162906930679	NA	NA	NA	NA	NA	-1.93715898676915	NA	1.7573777332006	NA	NA	NA	NA	NA	NA	1.69631062119231	NA	NA	-1.85629740773496	NA	NA	NA
174	defense response to Gram-negative bacterium (GO:0050829)	1.5832785294552	-1.83535931025376	1.79458831275305	1.76600192635782	-1.77754986032832	NA	1.71087285540119	NA	1.7985345018208	1.68625757125792	-1.98796994969145	1.75117636257021	NA	NA	NA	NA	NA	1.82694728801187	NA	1.80197043130163	NA	-1.7883371583545	NA	1.70962932140377	NA	-1.84646403552609
175	defense response to Gram-positive bacterium (GO:0050830)	NA	-2.00198637260162	1.96581038065239	1.61973305507946	-1.67573510801809	1.69535851496038	1.54954321288367	NA	1.7695412569612	NA	-1.86955403249901	1.51585396920525	NA	-1.57987545806119	NA	NA	NA	1.68289236114523	NA	1.89060087023147	NA	NA	NA	1.5797868034177	NA	-1.8096670890843
176	dendritic cell chemotaxis (GO:0002407)	NA	-1.62443404649246	NA	2.03890662858179	-1.85097769844237	NA	1.84959681776581	NA	NA	1.7314305399886	-1.70932643176114	1.85655946642713	2.02772840510814	NA	NA	NA	-1.70083660275049	1.81877601144178	NA	1.67451599845406	NA	-1.74395088293867	NA	1.71944339457151	-1.73677861409375	NA
177	dendritic cell differentiation (GO:0097028)	NA	NA	NA	NA	-1.89503334812379	NA	1.78256768219026	NA	NA	1.8182108147823	-1.65775635492148	1.88942853979182	1.90817251774439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	detection of chemical stimulus involved in sensory perception (GO:0050907)	NA	NA	1.67016186553826	NA	NA	NA	NA	NA	NA	NA	NA	1.68417048859685	-1.71326775884958	NA	NA	NA	-1.74654433500313	NA	NA	NA	NA	NA	NA	NA	1.85986471047182	NA
179	detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)	NA	NA	1.70104503213161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	NA	NA	1.74006078547957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	determination of bilateral symmetry (GO:0009855)	1.73527245102696	1.96035216021219	-2.03368927361249	NA	1.64474541941744	-2.02248936806866	NA	NA	NA	-1.86108651087066	1.5213217407066	NA	-1.81756098069212	NA	NA	1.88419101855176	NA	NA	NA	NA	NA	NA	1.70316802141789	NA	NA	NA
182	determination of left/right symmetry (GO:0007368)	1.82803406712143	2.06577409367808	-2.16546234205584	NA	1.62791786966777	-2.14607549450623	NA	-1.89592435827723	NA	-1.92713777771668	1.66283930932366	NA	-2.00070882138779	NA	-1.76891094771512	2.0015311471133	NA	NA	NA	NA	NA	-1.66519094146736	1.83648227502287	NA	NA	NA
183	diterpenoid metabolic process (GO:0016101)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43481163098598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	divalent inorganic cation homeostasis (GO:0072507)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.84349128726849	NA	NA	NA	NA	NA	NA
185	divalent metal ion transport (GO:0070838)	NA	NA	NA	NA	-1.45874513662299	NA	NA	NA	NA	1.41643097573362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	DNA biosynthetic process (GO:0071897)	NA	-1.7535955009728	NA	NA	NA	NA	NA	NA	NA	NA	-1.85805924638841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.61869815036729	NA	NA	NA	NA
187	DNA damage response, signal transduction by p53 class mediator (GO:0030330)	NA	-1.67234629916186	NA	NA	NA	NA	NA	NA	NA	NA	-1.63297903082921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.52510108461341	NA	NA	NA
188	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	NA	-1.77202937879792	NA	NA	NA	NA	NA	NA	NA	1.48257286661548	-1.70057547248735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59836523773906	NA	NA	NA
189	DNA metabolic process (GO:0006259)	NA	-1.61714125221181	-1.32847206880251	-1.45019870395243	NA	NA	NA	NA	NA	NA	-1.79576308073743	NA	NA	NA	1.67095228251429	NA	NA	NA	NA	NA	NA	-1.45472367757835	NA	NA	NA	NA
190	DNA recombination (GO:0006310)	NA	NA	-1.82521055624569	-1.49687129277548	NA	NA	NA	NA	NA	NA	-1.56765097293724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	DNA repair (GO:0006281)	NA	NA	-1.44499131630321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	DNA replication (GO:0006260)	NA	-1.58090309063205	-1.50240866299318	-1.66672044449909	NA	NA	NA	NA	NA	1.41783257489627	-1.89771332820392	NA	NA	NA	1.81639712025944	NA	NA	NA	NA	NA	NA	-1.59869637344741	NA	NA	NA	-1.77520712151665
193	DNA replication checkpoint (GO:0000076)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.72602574627498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	DNA replication initiation (GO:0006270)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.68095433774086	NA	NA	NA	NA	NA	NA	NA	NA	-1.77720958068404	NA	NA	NA	NA	NA	NA
195	DNA replication-independent nucleosome assembly (GO:0006336)	NA	-1.76564289410426	-2.08761421358403	NA	NA	NA	1.53681561056763	NA	NA	NA	-1.73916042353593	NA	NA	NA	1.62956119623455	NA	NA	NA	NA	NA	NA	-1.75251802352804	NA	NA	NA	NA
196	DNA synthesis involved in DNA repair (GO:0000731)	NA	NA	-1.6531753057819	NA	NA	NA	NA	NA	NA	NA	-1.57772863612445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	DNA-dependent DNA replication (GO:0006261)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.70452517083461	NA	NA	NA	NA	NA	NA	NA	NA	-1.79576157337858	NA	-1.60977751579968	NA	NA	NA	NA
198	DNA-templated transcription, termination (GO:0006353)	NA	-1.55515870439868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	double-strand break repair (GO:0006302)	NA	NA	-1.55925212051047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	double-strand break repair via homologous recombination (GO:0000724)	NA	NA	-1.6768645704535	NA	NA	NA	NA	NA	NA	NA	-1.4002554350879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	drug catabolic process (GO:0042737)	NA	NA	NA	-1.54745144816169	NA	NA	NA	NA	NA	NA	1.5501594501944	-1.55837183599336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
202	embryonic digit morphogenesis (GO:0042733)	NA	NA	1.93192354872865	NA	NA	NA	NA	NA	NA	1.60408733960217	-1.63501058453428	NA	1.77364628785715	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.87709074650061	NA	NA	NA
203	embryonic heart tube development (GO:0035050)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.80600304836337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	embryonic limb morphogenesis (GO:0030326)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79726116551339	NA	NA	NA
205	embryonic organ development (GO:0048568)	NA	NA	NA	NA	NA	1.90438839823922	NA	NA	NA	NA	-1.60360704486685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71310917074908	NA	NA	NA
206	endocardial cushion development (GO:0003197)	NA	NA	NA	NA	NA	1.81693395084345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7789682709443	NA	NA	NA
207	endocardial cushion morphogenesis (GO:0003203)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60091706889694	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65837178993064	NA	NA	NA
208	endocytic recycling (GO:0032456)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69395377300015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
209	endocytosis (GO:0006897)	-1.56359702356845	-1.39996195751527	1.68789289076861	1.32323021172908	-1.7634979004067	1.85656542139856	1.68480835202927	NA	NA	1.76533431354901	-1.92407619907405	1.47417164201569	1.36290538146175	-2.03733643181988	2.03907436373288	1.57354668686727	NA	1.90970707814645	NA	NA	-1.77149329654744	-1.59135126865965	NA	1.55060819918851	NA	NA
210	endoderm formation (GO:0001706)	NA	-1.75598260751357	1.80862828254768	NA	-1.55556540319235	1.73688920922202	1.56093845465347	1.88008400249387	1.83775562638069	1.9257346228969	-2.14588648384081	NA	2.01298536034778	NA	NA	NA	NA	NA	1.70499918717983	NA	-1.71749682086257	NA	-2.02460597905541	NA	NA	NA
211	endodermal cell differentiation (GO:0035987)	NA	NA	NA	NA	NA	NA	NA	1.79922823259797	1.78172610915215	1.82242380464138	-1.97727101514178	NA	1.98248280379071	NA	NA	NA	NA	NA	1.80908008227869	NA	-1.86398747102526	NA	-2.07754555727836	NA	NA	NA
212	endosomal transport (GO:0016197)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34102062864499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.38249109025648	NA	NA	NA
213	endosome organization (GO:0007032)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60629396020129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
